1320,00;3,87;200,37;1319,98;5,80;0,67;826,98;0,63S;0,23W;
1350,00;9,67;200,37;1349,76;5,80;4,21;856,76;3,94S;1,46W;
1380,00;15,47;200,37;1379,03;5,80;10,73;886,03;10,06S;3,74W;
1410,00;21,27;200,37;1407,49;5,80;20,18;914,49;18,92S;7,02W;
1440,00;27,07;200,37;1434,85;5,80;32,46;941,85;30,43S;11,30W;
1470,00;32,87;200,37;1460,83;5,80;47,44;967,83;44,47S;16,51W;
1500,00;38,67;200,37;1485,16;5,80;64,96;992,16;60,90S;22,61W;
1530,00;42,21;200,37;1507,75;==>;84,69;1014,75;79,40S;29,48W;
1560,00;42,21;200,37;1529,97;==>;104,85;1036,97;98,29S;36,49W;
1590,00;42,21;200,37;1552,19;==>;125,00;1059,19;117,19S;43,51W;
1620,00;40,77;200,37;1574,48;5,80;145,09;1081,48;136,01S;50,50W;
1650,00;34,97;200,37;1598,15;5,80;163,50;1105,15;153,27S;56,91W;
1680,00;29,17;200,37;1623,56;5,80;179,42;1130,56;168,20S;62,45W;
1710,00;23,37;200,37;1650,45;5,80;192,69;1157,45;180,64S;67,07W;
1740,00;17,57;200,37;1678,55;5,80;203,17;1185,55;190,47S;70,72W;
1770,00;11,77;200,37;1707,56;5,80;210,77;1214,56;197,59S;73,36W;
1800,00;5,97;200,37;1737,18;5,80;215,39;1244,18;201,92S;74,97W;
1830,00;0,17;200,37;1767,13;5,80;217,00;1274,13;203,43S;75,53W;
1830,87;0,00;200,37;1768,00;5,80;217,00;1275,00;203,43S;75,53W;
1860,00;0,00;200,37;1797,13;==>;217,00;1304,13;203,43S;75,53W;
1890,00;0,00;200,37;1827,13;==>;217,00;1334,13;203,43S;75,53W;
1920,00;0,00;200,37;1857,13;==>;217,00;1364,13;203,43S;75,53W;
1930,87;0,00;0,00;1868,00;==>;217,00;1375,00;203,43S;75,53W;
1950,00;0,00;0,00;1887,13;==>;217,00;1394,13;203,43S;75,53W;
1980,00;0,00;0,00;1917,13;==>;217,00;1424,13;203,43S;75,53W;
2010,00;0,00;0,00;1947,13;==>;217,00;1454,13;203,43S;75,53W;
2040,00;0,00;0,00;1977,13;==>;217,00;1484,13;203,43S;75,53W;
2065,87;0,00;0,00;2003,00;==>;217,00;1510,00;203,43S;75,53W;
;;;;;;;;;
Comments;;;;;;;;;
MD[m];TVD[m];North[m];East[m];Comment;;;;;
1300,00;1300,00;0,00N;0,00E;KOP;;;;;
1830,87;1768,00;203,43S;75,53W;EOD;;;;;
1930,87;1868,00;203,43S;75,53W;Target;;;;;
2065,87;2003,00;203,43S;75,53W;TD @ -1510 mTVDSS;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
"Coordinates are from Slot MD's are from Rig and TVD's are from Rig ( Planned Datum #1 493.0m above Mean Sea Level )
Vertical Section is from 0,00N 0,00E on azimuth 200,37 degrees
Bottom hole distance is 217,00 Metres on azimuth 200,37 degrees from Wellhead
Ellipse of uncertainty is horizontal
Calculation method uses Minimum Curvature method";;;;;;;;;
